,Time,Incidence
0,0.0,0
1,0.33399999999999996,0
2,0.67,0
3,1.004,0
4,1.34,0
5,1.675,0
6,2.01,0
7,2.344999755859375,0
8,2.6919999999999997,0
9,3.0269999999999997,0
10,3.360999755859375,0
11,3.696999755859375,0
12,4.043,0
13,4.378,0
14,4.7139999999999995,0
15,4.948,0
16,5.2829999999999995,0
17,5.619,0
18,5.952999755859375,0
19,6.287999999999999,0
20,6.624,0
21,6.959,0
22,7.304999755859375,0
23,7.64,0
24,7.975,0
25,8.31,0
26,8.656,0
27,8.991,0
28,9.326,0
29,9.662,0
30,9.996,0
31,10.343,0
32,10.677999999999999,0
33,11.013000244140628,0
34,11.347999999999999,0
35,11.684000000000001,0
36,12.017999999999999,0
37,12.352999755859376,0
38,12.687999999999999,0
39,13.023,0
40,13.357999999999999,0
41,13.694,0
42,14.027999999999999,0
43,14.365000244140624,0
44,14.71,0
45,15.045000244140626,0
46,15.381000244140624,0
47,15.716,0
48,15.939,0
49,16.285999999999998,0
50,16.62,0
51,16.957000244140627,0
52,17.312999755859376,0
53,17.648,0
54,17.983,0
55,18.319000000000003,0
56,18.654,0
57,18.988,0
58,19.324,0
59,19.658,0
60,19.994,0
61,20.32899975585937,0
62,20.664,0
63,20.999000000000002,2
64,21.334,3
65,21.67,0
66,22.015,0
67,22.35,0
68,22.695999999999998,0
69,23.031,0
70,23.366999999999997,0
71,23.701000244140626,3
72,24.048000000000002,3
73,24.381999999999998,2
74,24.605999999999998,0
75,24.941000244140625,0
76,25.277000244140623,0
77,25.612,0
78,25.947,1
79,26.281999999999996,3
80,26.61699975585937,3
81,26.964000000000002,0
82,27.299,0
83,27.634,0
84,27.96899975585937,0
85,28.316,0
86,28.651,0
87,28.986,0
88,29.331,0
89,29.666999999999998,0
90,30.003,0
91,30.348000000000003,0
92,30.684,0
93,31.018,0
94,31.354,0
95,31.688000000000002,0
96,32.023,0
97,32.359,0
98,32.694,0
99,33.029000244140626,0
100,33.364000000000004,0
101,33.699,0
102,34.035,0
103,34.36899975585938,0
104,34.716,0
105,34.939,0
106,35.274,0
107,35.608999755859365,0
108,35.944,0
109,36.279,0
110,36.614000000000004,2
111,36.95,3
112,37.295,0
113,37.631,0
114,37.966,0
115,38.301000244140624,0
116,38.635999999999996,0
117,38.972,0
118,39.317000244140615,0
119,39.653000244140635,0
120,39.988,0
