,3DI_01,3DI_02,3DI_03,3DI_04,3DI_05,3DI_06,3DI_07,3DI_08,3DI_09,3DI_10,3DI_11,3DI_12,3DI_13,3DI_14,3DI_15,3DI_16,3DI_17,3DI_18,3DI_19,3DI_20,3DI_21,3DI_22,3DI_23,3DI_24,3DI_25,3DI_26,3DI_27,3DI_28,3DI_29,3DI_30
PLCC_Correaltion,-0.022803807353353963,0.0,0.07024604534383781,0.01118284058625692,-0.0904345959625091,0.0,0.0,0.0,0.0,-0.09840268075623958,-0.0653533768278164,0.0,-0.11752486252204222,0.0,0.0,0.04619008996403228,-0.1558904721341216,-0.05926922760686669,0.0,0.0,-0.029652361014974336,0.0,-0.1719448622017708,0.0,-0.013748307793932072,0.0,-0.071534006525016,0.05510713193094435,0.0,0.0
PLCC_P-value,0.6868225321517278,1.0,0.21374861462722805,0.843285369050259,0.10916489359691438,1.0,1.0,1.0,1.0,0.08119997893133535,0.24746324403046294,1.0,0.0370877305065771,1.0,1.0,0.4139456796373632,0.005558424732056562,0.2943324992029197,1.0,1.0,0.6000696994091295,1.0,0.002195507524457046,1.0,0.8079669072793606,1.0,0.20544936643762554,0.32960624804954564,1.0,1.0
SROCC_Correaltion,-0.04228340789817523,,0.06834396857952539,0.028431295737769136,-0.11443019630668792,,,,,-0.15922089741025466,-0.04068324653739127,,-0.14621957141026878,,,-0.03418868957535185,-0.23051677500965698,-0.07755067493284996,,,-0.026205835841114532,,-0.17939557828570218,,-0.06395934679120979,,-0.11682759000613412,0.046965479896126636,,
SROCC_P-value,0.45457651771680907,,0.22644100866183356,0.6151744986241632,0.04240417084171064,,,,,0.004614959703285904,0.4718431388015858,,0.009354890193008022,,,0.5454757041178566,3.6155402909839697e-05,0.16975713929210007,,,0.6431221203129693,,0.0013873273841452183,,0.2577134326962031,,0.038233531515643814,0.4061435436248423,,
KENDALL_Correaltion,-0.03439583966528769,,0.05564409320370217,0.022871364413425455,-0.09268416921635089,,,,,-0.12979134791898386,-0.033349466865490035,,-0.11963188522494825,,,-0.02766219756402597,-0.18851463489760772,-0.06316107460427448,,,-0.02182597719613696,,-0.1454750830403021,,-0.05249512701464042,,-0.09514445324830985,0.03888343377247636,,
KENDALL_P-value,0.45502651095020163,,0.22453275634703318,0.6188658040568044,0.04272994052234191,,,,,0.004873086053110746,0.46921046829627755,,0.00938596686307001,,,0.5475119929652608,4.2065849287746715e-05,0.16951310051396296,,,0.635350285027384,,0.0015280080748709295,,0.25190331278331624,,0.03862889014823954,0.3962054963330849,,
