,S1_pitch,S1_yaw,S1_roll,S1_surge,S1_heave,S1_sway,S2_pitch,S2_yaw,S2_roll,S2_surge,S2_heave,S2_sway,S3_pitch,S3_yaw,S3_roll,S3_surge,S3_heave,S3_sway,S4,S5,S6
correlation,-0.34004238991267516,0.2539039686601514,-0.14351093880791166,-0.06402795731429904,,-0.054535100269013946,0.20630545496021058,-0.31643220549006085,0.45348788424035036,0.08019867686619699,,0.08759447578528413,0.3079629191661964,0.31758676039014005,-0.26715113224242015,-0.08226004208754302,,-0.5135060154474426,0.3653241690774013,0.012117414870466997,-0.19592891140479934
p-value,0.007854267608780977,0.050280558080550444,0.27398963209234356,0.6269496924153324,,0.6789846176908165,0.11376733626981206,0.01377161471086734,0.00027387899442840076,0.5424377485709881,,0.505723161097994,0.016675504958923268,0.01341161308485215,0.03906694655211305,0.5320760097623757,,2.718118566890267e-05,4.592859788038711e-07,0.871742525912584,0.008390272948327417
