Time,MP entropy
0.3333333333333333,-25009.845396764857
0.6666666666666667,-25043.943035326487
1.0,-24776.48185431364
1.3333333333333333,-24365.72505746632
1.6666666666666667,-24421.60907869636
2.0000000000000004,-24394.293446109616
2.3333333333333335,-23899.69650172069
2.666666666666667,-129628.49039605621
3.0000000000000004,-24222.6574859048
3.333333333333334,-24537.223138273857
3.6666666666666674,-24905.430815439297
4.0,-25461.508555118577
4.333333333333333,-25205.35563410551
4.666666666666667,-25469.218035166035
5.0,-25616.837094130144
5.333333333333334,-25399.12743438144
5.666666666666667,-25705.049920713303
6.0,-26291.04790770991
6.333333333333334,-25263.55048059556
6.666666666666667,-25553.33360877843
7.000000000000001,-25630.338534870913
7.333333333333334,-22369.647774837318
7.666666666666667,-21981.79307778554
8.000000000000002,-22004.6442978841
8.333333333333334,45722.66539249645
8.666666666666668,-20997.52222534315
9.000000000000002,49208.78799770092
9.333333333333336,39995.4128527455
9.666666666666668,34897.07220592242
10.000000000000002,30962.62694470785
10.333333333333336,-24995.56655605581
10.666666666666668,-22432.55027238198
11.000000000000002,-22252.485532433373
11.333333333333336,-23537.200804160875
11.666666666666668,-24158.211616567547
12.000000000000002,-23978.606355512205
12.333333333333336,-24255.26200157936
12.666666666666668,-24564.291833676492
13.000000000000002,-23973.368626939944
13.333333333333336,-110930.40643187347
13.66666666666667,-24243.01457373258
14.000000000000002,-24813.303237365883
14.333333333333336,-25197.371353516242
14.66666666666667,-25125.643929328868
15.000000000000002,-25325.37303048351
15.333333333333336,-25425.352701707707
15.66666666666667,-25786.292413817366
16.0,-25706.513342175163
16.333333333333332,-25895.617567353336
16.666666666666668,-25961.04383190911
17.0,-25993.154873168925
17.333333333333336,-26138.786500744172
17.666666666666668,-26232.264769367113
18.0,-129755.90435341415
18.333333333333336,-25442.027860895876
18.666666666666668,-25657.16335483054
19.0,-26339.785278041865
19.333333333333336,-25553.965647312463
19.666666666666668,-25055.956801829892
20.0,-25334.2367047018
20.333333333333336,-41464.63738037127
20.666666666666668,-41617.825901621705
21.0,-41307.268740377745
21.333333333333336,-40301.48451301367
21.666666666666668,-41669.63575510401
22.0,-40924.71924063431
22.333333333333336,-42286.49237249181
22.666666666666668,-41755.74889152162
23.0,-42628.060928625375
23.333333333333336,-42518.93881018161
23.666666666666668,-42622.832007912795
24.0,-42966.79110211517
24.333333333333336,-42323.22177650569
24.666666666666668,-42108.58235746836
25.0,-41196.815201076424
25.333333333333336,15438.656339850722
25.666666666666668,14310.70545987003
26.0,20434.74461370176
26.333333333333336,21067.25815308499
26.666666666666668,27208.473702802537
27.000000000000004,18292.088641779013
27.333333333333336,14680.788787489748
27.666666666666668,16470.48315836353
28.000000000000004,14174.5980660259
28.333333333333336,19340.271422301706
28.666666666666668,15692.61650696774
29.000000000000004,15868.193558768784
29.333333333333336,16177.935456333695
29.666666666666668,16725.727829875697
30.000000000000004,14374.508065926053
30.333333333333336,15920.685252682271
30.666666666666668,18524.439245270878
31.000000000000004,17185.441797255167
31.333333333333336,15881.83887230462
31.666666666666668,17735.314530319352
32.00000000000001,-40620.698241803075
32.333333333333336,-40168.74964332947
32.66666666666667,-41101.993244193385
33.00000000000001,-42270.905949425054
33.33333333333334,-42376.32095323033
33.66666666666667,-42601.515286205526
34.00000000000001,-41776.653713728345
34.33333333333334,-41352.78986582364
34.66666666666667,-41210.9673054325
35.00000000000001,-41382.54717648105
35.33333333333334,-41154.68445045439
35.66666666666667,-41193.852900827966
36.00000000000001,-42089.72853751014
36.33333333333334,-41648.86113164648
36.66666666666667,-41390.795402745134
37.00000000000001,-42001.154222674726
37.33333333333334,-41138.568369714
37.66666666666667,-41192.778076379705
38.00000000000001,-41940.24254767298
38.33333333333334,-40540.851171313174
38.66666666666667,-42199.62312728354
39.00000000000001,-42203.93252434578
39.33333333333334,-41852.95927437705
39.66666666666667,-42310.833646260995
40.00000000000001,-42611.29438687291
40.33333333333334,-18341.285319442293
40.66666666666667,-18904.21638341924
