Time,MP entropy
0.3333333333333333,-150940.22111661208
0.6666666666666667,-109947.83586689238
1.0,-108644.91520329479
1.3333333333333333,-111287.80374083202
1.6666666666666667,-3246.8939432499224
2.0000000000000004,-3341.155350970028
2.3333333333333335,-3423.346586295062
2.666666666666667,-2914.060585419604
3.0000000000000004,-122197.08221101876
3.333333333333334,-6655.654588050594
3.6666666666666674,-8009.489595015507
4.0,-8260.504136721716
4.333333333333333,-8836.108877781668
4.666666666666667,-10649.998272316663
5.0,-10083.41793271133
5.333333333333334,1989.3082450487047
5.666666666666667,1549.560473003161
6.0,3720.9581100151577
6.333333333333334,8834.394591070273
6.666666666666667,-7508.025532269473
7.000000000000001,6756.685973780193
7.333333333333334,5600.939147226131
7.666666666666667,-10296.113994946598
8.000000000000002,-10196.663433851934
8.333333333333334,-109015.67296868422
8.666666666666668,-5998.727272107102
9.000000000000002,-7213.2092699094
9.333333333333336,-5200.360175414972
9.666666666666668,-3822.3251826292512
10.000000000000002,-3858.7965041420907
10.333333333333336,-2620.6278164469713
10.666666666666668,-3294.1843910624825
11.000000000000002,-1949.0321658743212
11.333333333333336,-116183.23384155535
11.666666666666668,-118442.19978476709
12.000000000000002,-145030.42726891124
12.333333333333336,-149331.34417721635
12.666666666666668,-119613.8207556068
13.000000000000002,-118519.67571608315
13.333333333333336,-138342.56349929166
13.66666666666667,-6583.091908479181
14.000000000000002,-7942.867118912328
14.333333333333336,-9575.138233655964
14.66666666666667,-9852.846099932862
15.000000000000002,-9981.988240671444
15.333333333333336,-9091.451121056642
15.66666666666667,-11114.727076634897
16.0,-9858.022156118579
16.333333333333332,-11819.975080745564
16.666666666666668,-4421.315861381145
17.0,4440.097412117878
17.333333333333336,6638.25098969789
17.666666666666668,6235.800430182713
18.0,-1693.29116043937
18.333333333333336,9161.970453442815
18.666666666666668,3879.308969859993
19.0,438.39698171486117
19.333333333333336,1960.6498853811436
19.666666666666668,-7978.201874556951
20.0,-4168.455577212222
20.333333333333336,-169229.5306939916
20.666666666666668,-133588.71363677658
21.0,-129570.85494754258
21.333333333333336,-137571.0370868968
21.666666666666668,-146531.64639142397
22.0,-147549.47785391097
22.333333333333336,-23223.69402318195
22.666666666666668,-23275.56298476767
23.0,-23912.87096360032
23.333333333333336,-23140.117742506118
23.666666666666668,-22930.216392615683
24.0,-23740.16105938019
24.333333333333336,-23781.754055685127
24.666666666666668,-23403.124215994725
25.0,-24844.408952725385
25.333333333333336,-24494.713642223684
25.666666666666668,-25001.151755423252
26.0,-26766.90148153385
26.333333333333336,-26366.207261827076
26.666666666666668,-26771.296872749044
27.000000000000004,-26697.418418025543
27.333333333333336,-127552.60428643931
27.666666666666668,47658.807107303175
28.000000000000004,47439.72285134361
28.333333333333336,7768.413887779315
28.666666666666668,9478.656061691278
29.000000000000004,4208.512429536922
29.333333333333336,8398.755333370005
29.666666666666668,6002.043896761698
30.000000000000004,6556.862295663781
30.333333333333336,7193.959475442962
30.666666666666668,6895.107407124441
31.000000000000004,5916.230399849421
31.333333333333336,6657.245410178783
31.666666666666668,6092.377614458706
32.00000000000001,6891.102045350698
32.333333333333336,49895.02902101101
32.66666666666667,7833.801234611009
33.00000000000001,45164.931607770224
33.33333333333334,53233.03758130915
33.66666666666667,-26004.065559546045
34.00000000000001,-26143.30951546301
34.33333333333334,-25118.42055599256
34.66666666666667,-25357.824307346116
35.00000000000001,-25091.07076193456
35.33333333333334,-24139.09752263725
35.66666666666667,-24501.001450147756
36.00000000000001,-24470.826480489544
36.33333333333334,-23555.27600400905
36.66666666666667,-24141.794412412324
37.00000000000001,-24128.11601328351
37.33333333333334,-23779.752757074748
37.66666666666667,-23863.67132582057
38.00000000000001,-24122.89627666089
38.33333333333334,-142801.85598105734
38.66666666666667,-144208.29949736036
39.00000000000001,-134710.0714527804
39.33333333333334,-131708.19638049955
39.66666666666667,-129941.16024517539
40.00000000000001,-162883.9597600057
40.33333333333334,-142401.33746977118
40.66666666666667,-142286.3916007763
41.00000000000001,-126816.48777119814
41.33333333333334,-10352.734305251992
41.66666666666667,-11670.028990785608
42.00000000000001,-12626.356541970707
42.33333333333334,-11988.017557396082
42.66666666666667,-12634.230343839079
43.00000000000001,-139528.6039748349
43.33333333333334,203.9608160213431
43.66666666666667,591.3966418686721
44.00000000000001,107.3402978054022
44.33333333333334,17620.785501232403
