Time,MP entropy
44.66666666666667,15906.057550424985
45.00000000000001,-115763.48835807928
45.33333333333334,17173.577997971213
45.66666666666667,16848.706930764805
46.00000000000001,19185.285177123707
46.33333333333334,-12018.778324778328
46.66666666666667,-12575.24452819378
47.00000000000001,3172.2300705907783
47.33333333333334,1202.165542927061
47.66666666666667,1686.3805634145153
48.00000000000001,1384.4048914772425
48.33333333333334,2637.7854563459173
48.66666666666667,3917.7822888699243
49.00000000000001,3600.744109433516
49.33333333333334,-125260.3344583422
49.66666666666667,-139889.9695937782
50.00000000000001,-138243.1919788171
50.33333333333334,-140710.33464132817
50.66666666666667,-128350.13088769205
51.00000000000001,4450.8365930571035
51.33333333333334,4068.051264267434
51.66666666666667,1975.7485408460195
52.00000000000001,2715.72791928602
52.33333333333334,-13271.194504939738
52.66666666666667,-11667.532000329697
53.00000000000001,-13373.563681910939
53.33333333333334,-12140.26181224324
53.66666666666668,-12385.449970381047
54.00000000000001,17220.389757323806
54.33333333333334,-12359.605332898067
54.66666666666668,17359.615535689205
55.00000000000001,15108.618293205047
55.33333333333334,17166.596556898294
55.66666666666668,17007.83424132627
56.00000000000001,-217.4430678066197
56.33333333333334,-13010.707910837054
56.66666666666668,-11578.669790562963
57.00000000000001,-13225.883132533485
57.33333333333334,-12294.32700562753
57.66666666666668,-11448.681053693805
58.00000000000001,-12593.2238166804
58.33333333333334,-11364.86589615986
58.66666666666668,-10913.300256788169
59.00000000000001,-122442.92302501175
59.33333333333334,-139988.03482676772
59.66666666666668,-142235.56578399238
60.00000000000001,-140097.07321250677
60.33333333333334,3250.6756373298117
60.66666666666668,3795.1145761279363
61.00000000000001,-796.1584054681618
61.33333333333334,1566.713133515513
61.66666666666668,1941.3609652154369
62.00000000000001,-3915.213780574658
62.33333333333334,-329.64874612065427
62.66666666666668,2222.6893005802044
63.00000000000001,-4860.318982212559
63.33333333333334,-1255.4945685069279
63.66666666666668,560.4302694302767
64.0,-3152.604454635077
64.33333333333333,-1627.6910004586218
64.66666666666667,-2937.0965747742575
65.0,-4727.22241959689
65.33333333333334,-3204.4527616835976
65.66666666666667,-115.92824924071408
66.0,-5902.675756684308
66.33333333333334,-3590.4098172171102
66.66666666666667,-1253.6077543411084
67.0,-7001.4892684487
67.33333333333334,-5897.267230329605
67.66666666666667,-4492.908142517993
68.0,-7114.105097813502
68.33333333333334,-7134.38506422926
68.66666666666667,-5595.304719123271
69.0,-9259.77726497364
69.33333333333334,-6125.46110047416
69.66666666666667,-3549.7142150305244
70.0,-6530.214285227685
70.33333333333334,-4921.626784276333
70.66666666666667,-6281.69726752902
71.0,-7370.478662517355
71.33333333333334,-7743.933633040382
71.66666666666667,-6958.281393278234
72.0,-7085.079556771855
72.33333333333334,-5731.749689705049
72.66666666666667,-3956.2983499132056
73.0,388.53646145314804
73.33333333333334,-3243.154442687571
73.66666666666667,-5907.498102958561
74.0,-8376.88231598158
74.33333333333334,-8377.076297837168
74.66666666666667,-7132.382454957083
75.0,-7779.396580527475
75.33333333333334,-6506.195967323872
75.66666666666667,-4788.081671093284
76.0,-7346.479220716431
76.33333333333334,-6302.185962581634
76.66666666666667,-4522.639340794418
77.0,-9939.688522517034
77.33333333333334,-8596.792492530782
77.66666666666667,-5909.036753592968
78.0,-7946.533669449601
78.33333333333334,-4927.385650589605
78.66666666666667,-6593.756568360812
79.0,-8032.298599436605
79.33333333333334,-6609.94262032806
79.66666666666667,-2176.12251345153
80.0,-6136.072646724368
80.33333333333334,-144187.9215352687
80.66666666666667,-145769.44588489033
81.0,-145195.1995627082
81.33333333333334,-147320.1685351362
81.66666666666667,-150535.06998893703
82.0,-146337.1693967341
82.33333333333334,-149203.6800797285
82.66666666666667,-151689.19963068774
83.0,-145799.72517058946
83.33333333333334,-142716.91379637225
83.66666666666667,-143362.0016421063
84.0,-135703.87313741626
84.33333333333334,-136525.92259945764
84.66666666666667,-138466.02489876733
85.0,-134534.74041096892
85.33333333333334,-145654.3961686664
85.66666666666667,-146488.03644200097
86.0,-145385.5814653934
86.33333333333334,-149880.62765696025
86.66666666666667,-152237.44662876692
87.0,-149622.4111444159
87.33333333333334,-147105.4378086642
87.66666666666667,-150064.6118119977
88.0,-143888.73347966615
88.33333333333334,-143316.77117713352
88.66666666666667,-148586.54933205637
89.0,-145809.0732555707
89.33333333333334,-146935.19897680404
89.66666666666667,-148680.65520772498
90.0,-140122.65225387856
90.33333333333334,4994.781895564087
90.66666666666667,5255.973535673936
91.0,-1882.9227270588046
91.33333333333334,1824.4132280172164
91.66666666666667,1512.6301780699341
92.0,-3352.218472713827
92.33333333333334,-724.9068774065132
92.66666666666667,2068.79321610585
93.0,-3195.1804695584037
93.33333333333334,-1080.2626838332376
93.66666666666667,433.3859997933059
94.0,-4364.842773543167
94.33333333333334,-3490.0451657224385
94.66666666666667,-2046.1828391963902
95.0,-7322.703150722474
95.33333333333334,-5582.450223150522
95.66666666666667,-4901.199794792443
96.0,-8505.398473559297
96.33333333333334,-8258.374060069578
96.66666666666667,-7490.629156809717
97.0,-9124.504919222427
97.33333333333334,-7847.567069350858
97.66666666666667,-5076.351037415629
98.0,-6675.607805779669
98.33333333333334,17331.70839295159
98.66666666666667,-4067.6239503555094
99.0,2381.742603931226
99.33333333333334,3781.8702501448006
99.66666666666667,3492.0621685928268
100.0,1726.3115150650435
100.33333333333334,2239.6173050824173
100.66666666666667,3177.633823877998
101.0,1227.1115596229686
101.33333333333334,1267.7863317337865
101.66666666666667,950.7834241827794
102.0,-4592.15311554014
102.33333333333334,438.81325358322067
102.66666666666667,4309.588813913438
103.0,-3513.712115467134
103.33333333333334,1016.1683582259183
103.66666666666667,5123.596577048796
104.0,-848.1580591603766
104.33333333333334,3227.198950815128
104.66666666666667,6592.74489535578
105.0,2450.912841721956
105.33333333333334,3877.069379820894
105.66666666666667,9024.618194377503
106.0,3110.5154152950386
106.33333333333334,14644.233892200928
106.66666666666667,3801.3719183274034
107.00000000000001,-990.9367450657123
107.33333333333334,859.455181069164
107.66666666666667,1934.8311142157495
108.00000000000001,-2730.4108125316975
108.33333333333334,177.27132835656167
108.66666666666667,1105.0685221434933
109.00000000000001,-5959.297289413376
109.33333333333334,-2793.7584154982433
109.66666666666667,293.44435957828415
110.0,-4401.184172907076
