,Time,Incidence
0,0.0,0
1,0.335,0
2,0.67,0
3,1.016999755859375,0
4,1.3519999999999999,0
5,1.6869999999999998,0
6,2.022,0
7,2.357000244140625,0
8,2.6919999999999997,0
9,3.0269999999999997,0
10,3.363,0
11,3.696999755859375,0
12,4.032999755859375,0
13,4.368,0
14,4.702,0
15,5.038,0
16,5.374,0
17,5.608,0
18,5.943,0
19,6.278,0
20,6.613000244140625,0
21,6.9479999999999995,0
22,7.295,0
23,7.640999755859375,0
24,7.976,0
25,8.322000000000001,0
26,8.656,0
27,8.992999755859373,0
28,9.328,0
29,9.663,0
30,9.997000244140628,0
31,10.332,0
32,10.679,0
33,11.013000244140628,0
34,11.349000244140624,0
35,11.684000000000001,0
36,12.019,0
37,12.354000000000001,0
38,12.695,0
39,13.024000000000001,0
40,13.359000000000002,0
41,13.695,0
42,14.03,0
43,14.364,0
44,14.7,0
45,15.035,0
46,15.37,0
47,15.704999755859374,0
48,16.04,0
49,16.375999999999998,0
50,16.722,0
51,16.944999755859374,0
52,17.292,0
53,17.627,0
54,17.962,0
55,18.29699975585937,0
56,18.632,0
57,18.967,0
58,19.303,0
59,19.648,0
60,19.984,0
61,20.319000000000003,0
62,20.664999755859377,0
63,21.0,0
64,21.335,0
65,21.68099975585937,0
66,22.016,0
67,22.362,0
68,22.69699975585937,0
69,23.031999999999996,0
70,23.366999999999997,0
71,23.701999999999998,0
72,24.037000244140625,0
73,24.372,0
74,24.706999999999997,0
75,25.043000000000003,0
76,25.378,0
77,25.71299975585937,0
78,26.048000000000002,0
79,26.383000000000003,0
80,26.607,0
81,26.941999999999997,0
82,27.277000244140623,0
83,27.613000244140625,0
84,27.947,0
85,28.283,0
86,28.61699975585937,0
87,28.95299975585937,0
88,29.288,0
89,29.634,0
90,29.97,0
91,30.304000000000002,0
92,30.651,0
93,30.98499975585937,0
94,31.320999755859376,0
95,31.656,0
96,31.991,0
97,32.326,0
98,32.661000244140624,0
99,32.99700024414062,0
100,33.330999999999996,0
101,33.667,0
102,34.001999999999995,0
103,34.336,0
104,34.672,0
105,35.006,0
106,35.342,0
107,35.688,0
108,36.023,0
109,36.359,0
110,36.694,0
111,37.02900024414063,0
112,37.364000000000004,0
113,37.71,0
114,38.045000244140624,0
115,38.38,0
116,38.715,0
117,39.05,0
118,39.272999755859374,0
119,39.608000000000004,0
120,39.955,0
121,40.301000244140624,0
122,40.635999999999996,0
123,40.972,0
124,41.317000244140615,0
125,41.652,0
126,41.986999999999995,0
127,42.321999999999996,0
128,42.658,0
129,42.992999755859366,0
130,43.328,0
131,43.663000000000004,0
132,43.998000000000005,0
133,44.333999999999996,0
134,44.66900024414063,0
135,45.004,0
136,45.339,0
137,45.674,0
138,46.008999755859385,0
139,46.343999999999994,0
140,46.68,0
141,47.013999999999996,0
142,47.34900024414063,0
143,47.684,0
144,48.019,0
145,48.354,0
146,48.69,0
147,49.02499975585938,0
148,49.36,0
149,49.695,0
150,50.03,0
151,50.36500024414062,0
152,50.7,0
153,51.035,0
154,51.37,0
155,51.706,0
156,52.04099975585938,0
157,52.376000000000005,3
158,52.711000000000006,1
159,53.04600000000001,0
160,53.381000244140616,0
161,53.716,0
162,53.93899999999999,0
163,54.275,0
164,54.61,0
165,54.944999755859385,0
166,55.28,0
167,55.615,0
168,55.95,0
169,56.28500024414063,0
170,56.62,0
171,56.955,0
172,57.29,0
173,57.626000000000005,0
174,57.96,0
175,58.29600000000001,0
176,58.631,0
177,58.966,0
178,59.3,0
179,59.636,0
180,59.971000000000004,0
181,60.306000000000004,0
182,60.64099975585938,0
183,60.976000000000006,0
184,61.312,0
185,61.646,0
186,61.98100024414062,0
187,62.316,0
188,62.652,0
189,62.986999999999995,0
190,63.321999999999996,0
191,63.65699975585938,0
192,63.992,0
193,64.327,0
194,64.663,0
195,64.998,0
196,65.332,0
197,65.668,0
198,66.003,0
199,66.33800000000001,0
200,66.67299975585938,0
201,67.008,0
202,67.343,0
203,67.678,0
204,68.01300024414063,0
205,68.348,0
206,68.683,0
207,69.018,0
208,69.35299975585937,0
209,69.688,0
210,70.024,0
211,70.359,0
212,70.694,0
