Time,MPEntropy
0.335000038146973,-151057.407071312
0.670000076293945,-152007.518289035
1.01500010490417,-143652.000708319
1.3510000705719,-153699.798682773
1.68600010871887,-151553.05161025
2.02099990844727,-147799.763483944
2.35599994659424,-156921.237195972
2.69100022315979,-151967.547514147
3.02600002288818,-153972.306919311
3.36100006103516,-138272.193011329
3.69600009918213,-138493.759203519
4.0310001373291,-156021.561123463
4.36700010299683,-155563.688484444
4.7020001411438,-152277.453737169
5.03699994087219,-153241.282384742
5.37199997901917,-142769.8829337
5.70700001716614,-144914.144589465
6.04300022125244,-143066.795795728
6.37800002098084,-138989.73417118
6.71300005912781,-139315.086631005
7.04800009727478,-139625.135715118
7.38300013542175,-139374.278810325
7.60600018501282,-158967.556225812
7.94099998474121,-141247.450055626
8.27699995040894,-163311.123047837
8.61199998855591,-190960.685276258
8.94700002670288,-178147.991081397
9.28199982643127,-144703.038469309
9.61700010299683,-140643.789553547
9.9520001411438,-155973.276236228
10.2870001792908,-150551.732194448
10.6220002174377,-150455.131082294
10.9580001831055,-88776.8093225559
11.2920000553131,141194.637045574
11.6270000934601,49900.5000326035
11.9619998931885,61753.535826197
12.2969999313354,-182774.344968006
12.6319999694824,-184450.095729447
12.967000246048,-182561.951802157
13.3020002841949,-178013.814227383
13.6370000839233,-180132.033364146
13.9730000495911,-99765.066283057
14.308000087738,-101286.286071235
14.643000125885,-101299.490388439
14.9779999256134,-107334.618156385
15.3139998912811,-105486.148164597
15.6489999294281,-158742.151860323
15.9839999675751,-167674.726536562
16.3190002441406,-165514.041967602
16.6540002822876,-99456.8302992288
16.989000082016,39261.5888226727
17.324000120163,-98623.2663710584
17.6600000858307,-96254.4580536468
17.9939999580383,-99128.4347777053
18.3299999237061,-158254.941548121
18.6640000343323,-158392.174206366
19,-147908.897277662
19.335000038147,-149493.916719264
19.6700000762939,-92723.0579525421
20.0050001144409,-89137.3718235644
20.3410000801086,-87321.0077180858
20.6750001907349,-92292.8894500292
21.0110001564026,-94639.6030520478
21.3450000286102,-49931.179144618
21.680999994278,-51159.0840271048
22.0150001049042,-50983.9856769746
22.3500001430511,32699.4845946016
