,S1_pitch,S1_yaw,S1_roll,S1_surge,S1_heave,S1_sway,S2_pitch,S2_yaw,S2_roll,S2_surge,S2_heave,S2_sway,S3_pitch,S3_yaw,S3_roll,S3_surge,S3_heave,S3_sway,S4,S5,S6
correlation,-0.1251376819540477,0.26078341864118926,-0.1914752606047823,-0.04901477847494949,0.0,-0.04185119427250193,0.31607244551886177,-0.37125839998540133,0.5861913982078005,0.06267724568464202,0.0,0.03210598135678911,0.3028180265499283,0.4487784367665249,-0.14347435881667311,-0.013640978495643455,0.0,-0.4696251170963055,0.2898067484975262,-0.04848856394898793,-0.11335567844084576
p-value,0.34075548471154526,0.04416756524540516,0.1427683201520291,0.7099644494619942,1.0,0.7508659919208431,0.013885476012838656,0.0034956304564409332,8.608253554332517e-07,0.6342516514928669,1.0,0.8076001735331673,0.01868351599283946,0.0003226309973744454,0.27411323565776924,0.9176101042041038,1.0,0.00015339680637837836,7.94344586534272e-05,0.5180264530637675,0.12974237606353428
