Time,MP Entropy,Incidence
36.023000,-75.173448,0.000000
36.358000,-80.649419,0.000000
36.693000,-23.379111,0.000000
37.028000,-23.619157,0.000000
37.364000,-23.892013,0.000000
37.698000,-81.919136,0.000000
38.034000,-81.166743,0.000000
38.368000,-76.839620,0.000000
38.704000,-77.677247,0.000000
39.039000,-77.170534,0.000000
39.374000,-78.100883,0.000000
39.709000,-44.700385,0.000000
40.044000,-43.985264,0.000000
40.379000,-44.036127,0.000000
40.714000,-44.271869,0.000000
41.049000,4.984521,0.000000
41.273000,8.922613,0.000000
41.608000,30.349660,0.000000
41.943000,-43.544026,0.000000
42.278000,-44.668446,0.000000
42.613000,-44.617177,0.000000
42.948000,-77.704958,0.000000
43.283000,-80.276061,0.000000
43.618000,-81.465515,0.000000
43.953000,-80.362821,0.000000
44.289000,-42.364772,0.000000
44.624000,-43.233791,0.000000
44.959000,-43.383345,0.000000
45.294000,-42.808175,0.000000
45.629000,-23.666884,0.000000
45.964000,-23.740888,0.000000
46.299000,-24.011384,0.000000
46.634000,30.877692,0.000000
46.970000,46.672327,0.000000
47.305000,29.527857,0.000000
47.640000,28.310935,0.000000
47.975000,-75.429697,0.000000
48.310000,-73.345749,0.000000
48.645000,-78.709978,0.000000
48.980000,-43.496919,0.000000
49.315000,-46.776402,0.000000
49.650000,-45.348092,0.000000
49.985000,-44.130379,0.000000
50.321000,-71.074566,1.000000
50.655000,-44.216352,3.000000
50.990000,40.299441,1.000000
51.325000,-42.989899,0.000000
51.660000,-45.613091,0.000000
51.996000,-43.933755,0.000000
52.331000,-78.201690,0.000000
52.666000,-74.248213,0.000000
53.001000,-72.392244,0.000000
53.336000,-75.429669,0.000000
53.672000,-78.552084,0.000000
54.006000,-41.772359,0.000000
54.342000,-40.653168,0.000000
54.676000,-40.596303,0.000000
55.012000,-42.207797,0.000000
55.347000,-42.283846,0.000000
55.682000,-75.319631,0.000000
56.017000,-78.432623,0.000000
56.352000,-77.331540,0.000000
56.687000,-41.452034,0.000000
57.022000,-42.310263,0.000000
57.357000,-41.617501,0.000000
57.704000,-41.597420,0.000000
58.039000,-79.888832,0.000000
58.374000,-76.759017,0.000000
58.709000,-73.084698,0.000000
59.044000,-73.254732,0.000000
59.379000,-73.518738,0.000000
59.614000,-23.300747,0.000000
59.948000,8.741783,0.000000
60.284000,6.180662,0.000000
60.619000,10.102880,0.000000
60.954000,10.920585,0.000000
61.289000,-23.954817,0.000000
61.624000,-73.441440,0.000000
61.959000,-80.958412,0.000000
62.294000,-45.885899,0.000000
62.629000,-45.806517,0.000000
62.965000,-44.866144,0.000000
63.299000,-44.092517,0.000000
63.646000,-75.962903,0.000000
63.981000,-77.340288,0.000000
64.316000,-76.427442,0.000000
64.651000,-78.116122,0.000000
64.986000,-75.021020,0.000000
65.322000,-74.628143,0.000000
65.656000,-77.824644,0.000000
65.992000,-74.630914,0.000000
66.326000,-76.791854,0.000000
66.662000,-76.407731,0.000000
66.997000,-72.613195,0.000000
67.332000,-72.443798,0.000000
67.667000,-72.596843,0.000000
68.002000,-73.721827,0.000000
68.337000,-76.733681,0.000000
68.673000,-76.723748,0.000000
69.007000,-23.879288,0.000000
69.343000,-24.394894,0.000000
69.677000,-24.753086,0.000000
70.012000,-23.599751,0.000000
70.348000,-23.823791,0.000000
70.683000,-24.067414,0.000000
71.018000,-24.255074,0.000000
71.353000,-43.026989,0.000000
71.688000,-43.383755,0.000000
72.023000,-42.020500,0.000000
72.358000,-42.804536,0.000000
72.693000,-74.971074,0.000000
73.028000,-73.199467,0.000000
73.363000,-72.212229,0.000000
73.698000,-40.536662,0.000000
74.033000,49.336473,0.000000
74.369000,-42.625528,0.000000
74.704000,-42.868457,0.000000
75.040000,-24.675129,0.000000
75.374000,-24.727500,0.000000
75.709000,69.747247,0.000000
76.044000,-24.792865,0.000000
76.379000,-24.981395,0.000000
76.714000,-24.678345,0.000000
77.049000,-75.523034,0.000000
77.273000,-79.145029,0.000000
77.608000,-74.432392,0.000000
77.943000,-77.992093,0.000000
78.278000,-79.682677,0.000000
78.613000,-79.509683,0.000000
78.949000,-78.620424,0.000000
79.283000,-44.972481,0.000000
79.619000,-44.759536,0.000000
79.954000,-45.124314,0.000000
80.289000,74.586529,0.000000
80.624000,-24.327983,0.000000
80.959000,-24.291304,0.000000
81.294000,-24.128747,0.000000
81.630000,-24.524940,0.000000
81.964000,-24.711811,0.000000
82.299000,-44.198791,0.000000
82.634000,-45.013989,0.000000
82.970000,-44.206192,0.000000
83.305000,-44.032386,0.000000
83.640000,-76.524441,0.000000
83.975000,-76.747233,0.000000
84.310000,-74.726003,0.000000
84.645000,-24.572128,0.000000
84.980000,-24.952222,0.000000
85.315000,-24.352625,0.000000
85.650000,-24.655857,0.000000
85.985000,-24.393954,0.000000
86.321000,-24.855038,0.000000
86.656000,-73.986959,0.000000
86.991000,-40.679506,0.000000
87.326000,-40.662593,0.000000
87.661000,-41.031076,0.000000
87.996000,-41.566907,0.000000
88.331000,-75.336736,0.000000
88.666000,-76.642217,0.000000
89.001000,-77.483070,0.000000
89.336000,-78.534643,0.000000
89.672000,-80.241417,0.000000
90.006000,-24.491118,0.000000
90.341000,72.822161,0.000000
90.676000,-23.750215,0.000000
91.011000,43.292110,0.000000
91.347000,23.058945,0.000000
91.681000,-43.778452,0.000000
92.017000,-42.339912,0.000000
92.352000,-78.370291,0.000000
92.687000,-79.019832,0.000000
93.022000,-77.365238,0.000000
93.357000,-75.319938,0.000000
93.692000,-76.980007,0.000000
94.028000,-44.802610,0.000000
94.363000,-43.402278,0.000000
94.698000,-44.284630,0.000000
95.032000,-43.224976,0.000000
95.368000,-44.783699,0.000000
95.703000,-78.594908,0.000000
96.038000,-79.442167,0.000000
96.373000,-81.406508,0.000000
96.708000,-78.328449,0.000000
97.043000,-79.837268,0.000000
97.378000,-76.607860,0.000000
97.713000,-81.130818,0.000000
98.049000,-78.878580,0.000000
98.383000,-79.901818,0.000000
98.607000,-89.242666,0.000000
98.942000,-80.669702,0.000000
99.277000,-44.549384,0.000000
99.613000,78.280449,0.000000
99.947000,11.351446,0.000000
100.283000,15.350046,0.000000
100.618000,-23.621565,0.000000
100.953000,-24.533888,1.000000
101.288000,-24.607149,3.000000
101.623000,-81.587696,2.000000
101.958000,-78.655306,0.000000
102.293000,-79.536250,0.000000
102.629000,-73.877485,0.000000
102.964000,-73.116920,0.000000
103.299000,-75.798203,0.000000
103.634000,-75.735175,0.000000
103.969000,-75.245235,0.000000
104.304000,-77.745055,0.000000
104.639000,-76.840144,0.000000
104.974000,-79.418279,0.000000
