,S1_pitch,S1_yaw,S1_roll,S1_surge,S1_heave,S1_sway,S2_pitch,S2_yaw,S2_roll,S2_surge,S2_heave,S2_sway,S3_pitch,S3_yaw,S3_roll,S3_surge,S3_heave,S3_sway,S4,S5,S6
correlation,-0.27994758325223335,0.2090321810254712,-0.11814862405787503,-0.05271246304120579,,-0.04489725391781101,0.17063281113021697,-0.24922388382329008,0.3717155353279262,0.0660253734085456,,0.0721141320311092,0.2535374338888151,0.2614604786978406,-0.21993820786158275,-0.06485291678922628,,-0.4227554336590582,0.2933123469905549,0.009921272601481622,-0.16108761161401786
p-value,0.00900365952930414,0.05114354262493992,0.27031891061021707,0.6228550295960428,,0.6752950248477201,0.10709251841685914,0.01813576185122696,0.00034777311619335155,0.5378828208791165,,0.5010580359233224,0.018005351025415724,0.014710444453394799,0.040167059547468326,0.5378757269451848,,8.002855799176172e-05,1.1638414487084658e-06,0.871211386875466,0.007995765619599986
