Time,XVehicleVelocity,YVehicleVelocity,ZVehicleVelocity,XVehicleAcceleration,YVehicleAcceleration,ZVehicleAcceleration,RollEulerAnglesVelocity,PitchEulerAnglesVelocity,YawEulerAnglesVelocity,RollEulerAnglesAcceleration,PitchEulerAnglesAcceleration,YawEulerAnglesAcceleration,RollAngle,PitchAngle,YawAngle,HMDRollAngle,HMDPitchAngle,HMDYawAngle,RollEulerAngle,PitchEulerAngle,YawEulerAngle,DizzinessRange,,
10/10/2018 14:43:13.506 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,1.27590239,-8.715698242,-4.927947998,-0.24,0.64,88.98,0,,
10/10/2018 14:43:13.618 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,1.297546387,-8.73828125,-4.999664307,-0.25,0.64,88.98,0,,
10/10/2018 14:43:13.729 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,1.137402892,-8.595794678,-4.857788086,-0.25,0.64,88.98,0,,
10/10/2018 14:43:13.841 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,0.88052094,-8.551452637,-4.702850342,-0.25,0.64,88.98,0,,
10/10/2018 14:43:13.953 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,0.615858257,-8.419891357,-4.460876465,-0.25,0.64,88.98,0,,
10/10/2018 14:43:14.065 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,0.525968671,-8.460510254,-4.370513916,-0.25,0.64,88.98,0,,
10/10/2018 14:43:14.176 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,0.493222892,-8.437988281,-4.419769287,-0.25,0.65,88.98,0,,어지럼증
10/10/2018 14:43:14.288 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,0.623967171,-8.445739746,-4.593536377,-0.25,0.65,88.99,0,,96
10/10/2018 14:43:14.400 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,0.669155717,-8.390197754,-4.803710938,-0.25,0.65,88.99,0,,
10/10/2018 14:43:14.511 PM,0,0,0,0,0,0,0,0.000390952,0,0,0.00049162,0,0,-16.37994391,90.00000035,0.743243098,-8.41595459,-4.926239014,-0.25,0.65,88.99,0,,
