Time,XVehicleVelocity,YVehicleVelocity,ZVehicleVelocity,XVehicleAcceleration,YVehicleAcceleration,ZVehicleAcceleration,RollEulerAnglesVelocity,PitchEulerAnglesVelocity,YawEulerAnglesVelocity,RollEulerAnglesAcceleration,PitchEulerAnglesAcceleration,YawEulerAnglesAcceleration,RollAngle,PitchAngle,YawAngle,HMDRollAngle,HMDPitchAngle,HMDYawAngle,RollEulerAngle,PitchEulerAngle,YawEulerAngle,DizzinessRange,,
10/09/2018 10:18:18.188 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034927368,135.0000005,2.2228055,1.995022535,-2.499084473,-0.19,0.61,-100.7,0,,
10/09/2018 10:18:18.300 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034927368,135.0000005,2.191915989,2.036058664,-2.43927002,-0.19,0.6,-100.7,0,,
10/09/2018 10:18:18.411 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034927368,135.0000005,2.204757214,1.970874429,-2.437957764,-0.19,0.6,-100.7,0,,
10/09/2018 10:18:18.523 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034927368,135.0000005,2.27126193,1.961496711,-2.49420166,-0.19,0.6,-100.7,0,,어지럼증횟수
10/09/2018 10:18:18.635 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034927368,135.0000005,2.3076334,1.925267935,-2.517303467,-0.19,0.59,-100.7,0,,40
10/09/2018 10:18:18.746 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034927368,135.0000005,2.355887175,1.914226294,-2.515045166,-0.19,0.6,-100.7,0,,
10/09/2018 10:18:18.858 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034927368,135.0000005,2.31201148,1.966090679,-2.513549805,-0.19,0.6,-100.71,0,,
10/09/2018 10:18:18.970 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034927368,135.0000005,2.293985128,1.988750458,-2.519927979,-0.19,0.6,-100.71,0,,
10/09/2018 10:18:19.082 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034927368,135.0000005,2.352088451,1.98992908,-2.578796387,-0.2,0.6,-100.71,0,,
10/09/2018 10:18:19.193 AM,0,0,0,0,0,0,0,0.000213586,0,0,6.55E-05,0,0,-24.65080271,135.0000005,2.391665459,2.024488449,-2.648864746,-0.2,0.6,-100.71,0,,
10/09/2018 10:18:19.305 AM,0,0,0,0,0,0,0,0.000193345,0,0,3.68E-05,0,0,-24.79907236,135.0000005,2.454194069,2.009837389,-2.672515869,-0.2,0.6,-100.72,0,,
10/09/2018 10:18:19.417 AM,0,0,0,0,0,0,0,0.000160855,0,0,-2.34E-05,0,0,-24.94541941,135.0000005,2.547338724,2.038717508,-2.790039063,-0.2,0.6,-100.72,0,,
10/09/2018 10:18:19.528 AM,0,0,0,0,0,0,0,0.000160855,0,0,1.81E-05,0,0,-25.08023081,135.0000005,2.602814913,1.999784827,-2.753387451,-0.19,0.6,-100.72,0,,
10/09/2018 10:18:19.640 AM,0,0,0,0,0,0,0,0.00016192,0,0,3.36E-05,0,0,-25.2096406,135.0000005,2.545627117,2.000316381,-2.74597168,-0.19,0.6,-100.72,0,,
10/09/2018 10:18:19.752 AM,0,0,0,0,0,0,0,0.000127299,0,0,-2.82E-05,0,0,-25.33470164,135.0000005,2.500870705,2.027025461,-2.678436279,-0.2,0.61,-100.72,0,,
10/09/2018 10:18:19.863 AM,0,0,0,0,0,0,0,0.000131028,0,0,1.60E-06,0,0,-25.4506074,135.0000005,2.509708643,2.026959658,-2.699798584,-0.19,0.6,-100.72,0,,
10/09/2018 10:18:19.975 AM,0,0,0,0,0,0,0,0.000126766,0,0,-5.33E-06,0,0,-25.5612031,135.0000005,2.53935504,1.977877617,-2.716705322,-0.19,0.6,-100.72,0,,
10/09/2018 10:18:20.086 AM,0,0,0,0,0,0,0,0.000113983,0,0,8.52E-06,0,0,-25.66401682,135.0000005,2.530391693,2.002061367,-2.636993408,-0.2,0.6,-100.72,0,,
10/09/2018 10:18:20.199 AM,1.351622045,0.401603425,0,-0.021800356,-0.004087567,0,0,0.000239152,0,0,-1.54E-05,0,0,-25.85000621,135.0000005,2.463866949,2.026191235,-2.644622803,-0.2,0.61,-100.72,0,,
10/09/2018 10:18:20.310 AM,1.363998557,0.408992482,0,-0.005522261,-0.002415989,0,0,0.00022051,0,0,-5.33E-06,0,0,-26.05448924,135.0000005,2.400165558,1.998962402,-2.52835083,-0.2,0.61,-100.73,0,,
10/09/2018 10:18:20.422 AM,1.388003118,0.422207602,0,0.072758228,0.023786344,0,0,0.000190682,0,0,-1.33E-05,0,0,-26.23947154,135.0000005,2.347456694,1.990831733,-2.473846436,-0.2,0.61,-100.73,0,,
10/09/2018 10:18:20.534 AM,1.31707257,0.404725425,0,-0.043902419,-0.012347555,0,0,0.000168312,0,0,-1.86E-05,0,0,-26.40092479,135.0000005,2.350986004,1.973258495,-2.450775146,-0.19,0.61,-100.73,0,,
10/09/2018 10:18:20.645 AM,1.302421502,0.403684215,0,0.026580031,0.007641759,0,0,0.000140082,0,0,-7.99E-06,0,0,-26.54054271,135.0000005,2.363954306,2.01759243,-2.509887695,-0.2,0.61,-100.74,0,,
10/09/2018 10:18:20.757 AM,1.339470616,0.419951374,0,0.021868908,0.009225946,0,0,0.000116114,0,0,-1.38E-05,0,0,-26.65837108,135.0000005,2.371672869,2.002586603,-2.51159668,-0.2,0.61,-100.74,0,,
10/09/2018 10:18:20.869 AM,1.350409656,0.42479312,0,-0.01116041,-0.00488268,0,0,9.53E-05,0,0,1.12E-05,0,0,-26.75230418,135.0000005,2.402244329,2.026192188,-2.518798828,-0.21,0.6,-100.74,0,,
10/09/2018 10:18:20.980 AM,1.294717187,0.412419104,0,0.010879976,0.006799985,0,0,4.63E-05,0,0,-4.37E-05,0,0,-26.82417308,135.0000005,2.348826408,2.066189289,-2.532623291,-0.21,0.6,-100.74,0,,
