Time,XVehicleVelocity,YVehicleVelocity,ZVehicleVelocity,XVehicleAcceleration,YVehicleAcceleration,ZVehicleAcceleration,RollEulerAnglesVelocity,PitchEulerAnglesVelocity,YawEulerAnglesVelocity,RollEulerAnglesAcceleration,PitchEulerAnglesAcceleration,YawEulerAnglesAcceleration,RollAngle,PitchAngle,YawAngle,HMDRollAngle,HMDPitchAngle,HMDYawAngle,RollEulerAngle,PitchEulerAngle,YawEulerAngle,DizzinessRange,,
10/10/2018 14:29:29.495 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,5.074512482,-4.357025146,0.557571113,-0.23,0.59,101.24,0,,
10/10/2018 14:29:29.607 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,5.110771179,-4.437530518,0.529500842,-0.22,0.59,101.24,0,,
10/10/2018 14:29:29.729 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,5.086248398,-4.40032959,0.54440248,-0.22,0.59,101.24,0,,
10/10/2018 14:29:29.841 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,5.099727631,-4.30657959,0.508502066,-0.23,0.59,101.24,0,,어지럼증
10/10/2018 14:29:29.953 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,5.089540005,-4.225891113,0.525513172,-0.23,0.58,101.24,0,,0
10/10/2018 14:29:30.065 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,5.038388729,-4.266296387,0.535823107,-0.23,0.58,101.24,0,,
10/10/2018 14:29:30.176 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,5.076862812,-4.26385498,0.520754158,-0.23,0.59,101.24,0,,
10/10/2018 14:29:30.288 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,5.063194752,-4.222686768,0.507119477,-0.22,0.59,101.24,0,,
10/10/2018 14:29:30.400 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,5.023862839,-4.236968994,0.483922899,-0.22,0.59,101.24,0,,
10/10/2018 14:29:30.512 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,5.035892487,-4.214874268,0.326363325,-0.22,0.59,101.24,0,,
10/10/2018 14:29:30.624 PM,0,0,0,0,0,0,0,0.000134756,0,0,-8.68E-05,0,0,-16.45843512,90.00000035,5.070539474,-4.816711426,0.494720042,-0.22,0.58,101.23,0,,
