Time,XVehicleVelocity,YVehicleVelocity,ZVehicleVelocity,XVehicleAcceleration,YVehicleAcceleration,ZVehicleAcceleration,RollEulerAnglesVelocity,PitchEulerAnglesVelocity,YawEulerAnglesVelocity,RollEulerAnglesAcceleration,PitchEulerAnglesAcceleration,YawEulerAnglesAcceleration,RollAngle,PitchAngle,YawAngle,HMDRollAngle,HMDPitchAngle,HMDYawAngle,RollEulerAngle,PitchEulerAngle,YawEulerAngle,DizzinessRange,,
10/09/2018 14:18:15.861 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,-1.534820557,-10.01727295,-0.655090332,-0.27,0.57,-155.88,0,,
10/09/2018 14:18:15.972 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,-1.386016846,-9.739227295,-0.5809021,-0.27,0.57,-155.87,0,,
10/09/2018 14:18:16.084 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,-1.399078369,-9.481719971,-0.358764648,-0.28,0.57,-155.87,0,,
10/09/2018 14:18:16.196 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,-1.461181641,-8.963165283,-0.099365234,-0.28,0.57,-155.87,0,,어지러움
10/09/2018 14:18:16.308 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,-1.484069824,-9.660125732,0.034476589,-0.27,0.58,-155.87,0,,80
10/09/2018 14:18:16.419 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,-1.439666748,-10.38665771,-0.179748535,-0.27,0.57,-155.87,0,,
10/09/2018 14:18:16.531 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,-1.161712646,-10.92901611,-0.536895752,-0.27,0.57,-155.87,0,,
10/09/2018 14:18:16.643 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,-0.774536133,-12.25738525,-0.791442871,-0.27,0.57,-155.88,0,,
10/09/2018 14:18:16.755 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,-0.244873047,-15.54327393,-0.928283691,-0.27,0.57,-155.88,0,,
10/09/2018 14:18:16.866 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023284912,90.00000035,0.435443163,-18.57974243,-1.215362549,-0.28,0.57,-155.88,0,,
10/09/2018 14:18:16.978 PM,0,0,0,0,0,0,0,0.000222108,0,0,5.81E-05,0,0,-16.44464118,90.00000035,0.456564218,-17.99130249,-1.137908936,-0.28,0.56,-155.88,0,,
10/09/2018 14:18:17.099 PM,0,0,0,0,0,0,0,0.000184823,0,0,3.41E-05,0,0,-16.55136115,90.00000035,0.905316591,-22.1595459,-1.265106201,-0.28,0.58,-155.88,0,,
10/09/2018 14:18:17.211 PM,0,0,0,0,0,0,0,0.000166181,0,0,3.25E-05,0,0,-16.64596564,90.00000035,2.308858633,-27.64047241,-2.232696533,-0.27,0.55,-155.88,0,,
10/09/2018 14:18:17.322 PM,0,0,0,0,0,0,0,0.000147006,0,0,-3.41E-05,0,0,-16.73806769,90.00000035,3.627769709,-29.44598389,-3.219238281,-0.27,0.58,-155.88,0,,
10/09/2018 14:18:17.435 PM,0,0,0,0,0,0,0,0.000163518,0,0,2.50E-05,0,0,-16.82223517,90.00000035,3.2249856,-28.62820435,-3.285919189,-0.27,0.56,-155.88,0,,
10/09/2018 14:18:17.546 PM,0,0,0,0,0,0,0,0.000123038,0,0,-1.60E-05,0,0,-16.90469367,90.00000035,2.472544193,-28.29763794,-2.238006592,-0.27,0.58,-155.88,0,,
10/09/2018 14:18:17.658 PM,0,0,0,0,0,0,0,0.000132093,0,0,5.33E-07,0,0,-16.9814759,90.00000035,0.913264155,-28.11242676,-0.668487549,-0.27,0.56,-155.88,0,,
10/09/2018 14:18:17.769 PM,0,0,0,0,0,0,0,0.00012943,0,0,1.60E-06,0,0,-17.0540467,90.00000035,-1.114929199,-27.43737793,1.208328009,-0.26,0.57,-155.87,0,,
10/09/2018 14:18:17.881 PM,0,0,0,0,0,0,0,0.000127299,0,0,1.70E-05,0,0,-17.12185676,90.00000035,-2.688232422,-27.27154541,2.670679569,-0.26,0.56,-155.88,0,,
10/09/2018 14:18:17.994 PM,1.297811807,0.384588628,0,-0.234948689,-0.070974083,0,0,0.000237021,0,0,-2.34E-05,0,0,-17.26156623,90.00000035,-2.172241211,-27.02487183,2.148169041,-0.26,0.57,-155.87,0,,
10/09/2018 14:18:18.105 PM,1.320288941,0.397222558,0,0.048107694,0.015033654,0,0,0.000224238,0,0,5.86E-06,0,0,-17.39468391,90.00000035,-1.264587402,-26.79125977,0.848587096,-0.26,0.56,-155.88,0,,
10/09/2018 14:18:18.216 PM,1.426747771,0.434535284,0,0.039631883,0.013092675,0,0,0.000193878,0,0,-1.07E-05,0,0,-17.51519782,90.00000035,-0.63269043,-26.45056152,0.074355014,-0.26,0.56,-155.88,0,,
10/09/2018 14:18:18.328 PM,1.250861375,0.384296809,0,-0.073890545,-0.022431058,0,0,0.000168312,0,0,-1.92E-05,0,0,-17.62005622,90.00000035,-0.694152832,-26.25839233,0.240692779,-0.26,0.56,-155.88,0,,
10/09/2018 14:18:18.440 PM,1.199567059,0.371892211,0,-0.147964219,-0.04722965,0,0,0.000145941,0,0,8.52E-06,0,0,-17.71026618,90.00000035,-1.022857666,-26.01251221,0.899063051,-0.26,0.56,-155.88,0,,
10/09/2018 14:18:18.552 PM,1.495733387,0.468520817,0,0.052998427,0.017298098,0,0,0.000127832,0,0,1.17E-05,0,0,-17.78555305,90.00000035,-1.142456055,-25.7668457,1.110788822,-0.26,0.56,-155.88,0,,
10/09/2018 14:18:18.663 PM,1.331948935,0.421090106,0,0.005549787,0.002428032,0,0,8.15E-05,0,0,-1.38E-05,0,0,-17.84567268,90.00000035,-1.105010986,-25.84899902,0.983706892,-0.26,0.56,-155.88,0,,
10/09/2018 14:18:18.776 PM,1.314969056,0.417805283,0,0.02200785,0.005845835,0,0,7.35E-05,0,0,2.98E-05,0,0,-17.88897712,90.00000035,-1.037017822,-25.87271118,0.845952392,-0.26,0.56,-155.88,0,,
10/09/2018 14:18:18.887 PM,1.298344764,0.414560397,0,0.021729619,0.006790506,0,0,3.83E-05,0,0,2.66E-06,0,0,-17.91766364,90.00000035,-1.060546875,-25.87988281,0.908046901,-0.26,0.56,-155.88,0,,
10/09/2018 14:18:18.998 PM,1.380924036,0.442459334,0,0.056364246,0.015500168,0,0,1.65E-05,0,0,1.38E-05,0,0,-17.92990119,90.00000035,-1.066955566,-25.86590576,0.911703289,-0.26,0.56,-155.88,0,,
10/09/2018 14:18:19.111 PM,1.248582811,0.402057237,0,-0.048857588,-0.015946574,0,0,-1.92E-05,0,0,-1.38E-05,0,0,-17.92724616,90.00000035,-1.061065674,-25.82723999,0.887101054,-0.27,0.56,-155.89,0,,
10/09/2018 14:18:19.222 PM,1.260545707,0.407217429,0,0.03191255,0.008975405,0,0,-4.37E-05,0,0,1.12E-05,0,0,-17.90762336,90.00000035,-1.045257568,-25.77328491,0.889861941,-0.27,0.56,-155.89,0,,
10/09/2018 14:18:19.334 PM,1.323042189,0.430263202,0,0.082347024,0.029164571,0,0,-7.62E-05,0,0,5.33E-07,0,0,-17.87207038,90.00000035,-1.069885254,-25.64331055,0.88625282,-0.27,0.56,-155.89,0,,
10/09/2018 14:18:19.456 PM,1.342952777,0.4361787,0,0.016857148,0.00597024,0,0,-0.000113983,0,0,-1.65E-05,0,0,-17.81512458,90.00000035,-1.15914917,-25.26608276,0.848396897,-0.26,0.56,-155.89,0,,
