,motion vector,probability
230,[2. 2. 3. 2. 2. 2.],0.057750759878419454
231,[2. 2. 4. 2. 2. 2.],0.00911854103343465
232,[2. 3. 3. 2. 2. 2.],0.03343465045592705
233,[1. 3. 3. 2. 2. 2.],0.0060790273556231
234,[1. 3. 3. 2. 2. 2.],0.0060790273556231
235,[1. 4. 2. 2. 2. 2.],0.00303951367781155
236,[0. 3. 2. 2. 2. 2.],0.0060790273556231
237,[1. 3. 2. 2. 2. 2.],0.03343465045592705
238,[1. 3. 2. 2. 2. 2.],0.03343465045592705
239,[1. 2. 2. 2. 2. 2.],0.03343465045592705
240,[2. 1. 2. 2. 2. 2.],0.1458966565349544
241,[2. 1. 2. 2. 2. 2.],0.1458966565349544
242,[2. 1. 2. 2. 2. 2.],0.1458966565349544
243,[2. 1. 2. 2. 2. 2.],0.1458966565349544
244,[2. 0. 2. 2. 2. 2.],0.015197568389057751
245,[2. 1. 2. 2. 2. 2.],0.1458966565349544
246,[2. 1. 2. 2. 2. 2.],0.1458966565349544
247,[2. 1. 1. 2. 2. 2.],0.0547112462006079
248,[2. 1. 1. 2. 2. 2.],0.0547112462006079
249,[2. 1. 1. 2. 2. 2.],0.0547112462006079
250,[3. 0. 1. 2. 2. 2.],0.00303951367781155
251,[3. 1. 1. 2. 2. 2.],0.00303951367781155
252,[3. 1. 2. 2. 2. 2.],0.057750759878419454
253,[3. 1. 2. 2. 2. 2.],0.057750759878419454
254,[3. 1. 2. 2. 2. 2.],0.057750759878419454
255,[3. 2. 2. 2. 2. 2.],0.00911854103343465
256,[3. 2. 2. 2. 2. 2.],0.00911854103343465
257,[3. 3. 1. 2. 2. 2.],0.00303951367781155
258,[2. 2. 0. 2. 2. 2.],0.00303951367781155
259,[2. 2. 1. 2. 2. 2.],0.05167173252279635
260,[2. 2. 1. 2. 2. 2.],0.05167173252279635
261,[2. 3. 2. 2. 2. 2.],0.12158054711246201
262,[2. 2. 2. 2. 2. 2.],0.14893617021276595
263,[2. 3. 2. 2. 2. 2.],0.12158054711246201
264,[1. 2. 2. 2. 2. 2.],0.03343465045592705
265,[1. 3. 2. 2. 2. 2.],0.03343465045592705
266,[1. 3. 2. 2. 2. 2.],0.03343465045592705
267,[0. 3. 2. 2. 2. 2.],0.0060790273556231
268,[1. 3. 2. 2. 2. 2.],0.03343465045592705
269,[1. 2. 2. 2. 2. 2.],0.03343465045592705
270,[1. 2. 2. 2. 2. 2.],0.03343465045592705
271,[2. 1. 3. 2. 2. 2.],0.030395136778115502
272,[2. 1. 3. 2. 2. 2.],0.030395136778115502
273,[2. 0. 3. 2. 2. 2.],0.00911854103343465
274,[2. 1. 3. 2. 2. 2.],0.030395136778115502
275,[2. 1. 3. 2. 2. 2.],0.030395136778115502
276,[2. 1. 2. 2. 2. 2.],0.1458966565349544
277,[2. 1. 2. 2. 2. 2.],0.1458966565349544
278,[2. 1. 2. 2. 2. 2.],0.1458966565349544
279,[2. 1. 2. 2. 2. 2.],0.1458966565349544
280,[3. 0. 2. 2. 2. 2.],0.00303951367781155
281,[3. 1. 2. 2. 2. 2.],0.057750759878419454
282,[4. 1. 2. 2. 2. 2.],0.00303951367781155
283,[4. 1. 3. 2. 2. 2.],0.00303951367781155
284,[3. 2. 3. 2. 2. 2.],0.0182370820668693
285,[3. 2. 4. 2. 2. 2.],0.00303951367781155
286,[3. 3. 3. 2. 2. 2.],0.00303951367781155
287,[2. 3. 3. 2. 2. 2.],0.03343465045592705
288,[2. 3. 2. 2. 2. 2.],0.12158054711246201
289,[2. 3. 2. 2. 2. 2.],0.12158054711246201
290,[2. 3. 2. 2. 2. 2.],0.12158054711246201
291,[2. 3. 2. 2. 2. 2.],0.12158054711246201
292,[2. 3. 2. 2. 2. 2.],0.12158054711246201
293,[2. 3. 1. 2. 2. 2.],0.0425531914893617
294,[2. 3. 1. 2. 2. 2.],0.0425531914893617
295,[2. 3. 1. 2. 2. 2.],0.0425531914893617
296,[2. 3. 1. 2. 2. 2.],0.0425531914893617
297,[2. 3. 1. 2. 2. 2.],0.0425531914893617
298,[2. 3. 2. 2. 2. 2.],0.12158054711246201
299,[2. 3. 2. 2. 2. 2.],0.12158054711246201
300,[2. 3. 2. 2. 2. 2.],0.12158054711246201
301,[2. 3. 2. 2. 2. 2.],0.12158054711246201
302,[2. 3. 2. 2. 2. 2.],0.12158054711246201
303,[2. 3. 2. 2. 2. 2.],0.12158054711246201
304,[2. 3. 2. 2. 2. 2.],0.12158054711246201
305,[2. 3. 2. 2. 2. 2.],0.12158054711246201
306,[2. 3. 2. 2. 2. 2.],0.12158054711246201
307,[2. 3. 2. 2. 2. 2.],0.12158054711246201
308,[2. 3. 2. 2. 2. 2.],0.12158054711246201
309,[2. 3. 2. 2. 2. 2.],0.12158054711246201
310,[2. 2. 1. 2. 2. 2.],0.05167173252279635
311,[2. 3. 1. 2. 2. 2.],0.0425531914893617
312,[1. 3. 1. 2. 2. 2.],0.015197568389057751
313,[1. 2. 1. 2. 2. 2.],0.015197568389057751
314,[1. 2. 1. 2. 2. 2.],0.015197568389057751
315,[1. 2. 2. 2. 2. 2.],0.03343465045592705
316,[1. 2. 2. 2. 2. 2.],0.03343465045592705
317,[1. 1. 2. 2. 2. 2.],0.00911854103343465
318,[1. 1. 2. 2. 2. 2.],0.00911854103343465
319,[2. 1. 2. 2. 2. 2.],0.1458966565349544
320,[2. 1. 2. 2. 2. 2.],0.1458966565349544
321,[2. 1. 2. 2. 2. 2.],0.1458966565349544
322,[2. 1. 2. 2. 2. 2.],0.1458966565349544
323,[2. 1. 2. 2. 2. 2.],0.1458966565349544
324,[2. 1. 2. 2. 2. 2.],0.1458966565349544
325,[2. 1. 2. 2. 2. 2.],0.1458966565349544
326,[2. 1. 2. 2. 2. 2.],0.1458966565349544
327,[2. 1. 2. 2. 2. 2.],0.1458966565349544
328,[2. 1. 2. 2. 2. 2.],0.1458966565349544
