Time,MPEntropy
0.335000244140625,-145026.67610294418
0.670000244140625,-124827.13338512572
1.005000244140625,-177168.83197102
1.34000048828125,-180114.7590318723
1.675000244140625,-209283.944056512
2.010000244140625,-51688.50934538575
2.345000244140625,-138184.24730690845
2.681000244140625,-138018.82882370963
3.016,-161499.60267934782
3.351000244140625,-163876.23071565473
3.686000244140625,-159330.34302688437
4.032,-149580.74927860874
4.368,-171911.8507362273
4.702000244140625,-150543.7901351349
5.037000244140625,-151669.49387197386
5.37200048828125,-162086.87547411822
5.70800048828125,-187109.43540215437
6.043000244140625,-189274.99438139313
6.378000244140625,-195560.11052312906
6.713000244140625,-189456.5368986826
7.047999999999999,-186778.17644668586
7.383000244140625,-178675.11390521866
7.606000244140625,-159682.0483450832
7.943000244140625,-130987.64843304818
8.277000244140625,-107867.65761799863
8.61200048828125,-107784.86293323133
8.947000244140625,-154844.03443190412
9.282000244140622,-159831.59630544257
9.617000244140623,-131765.8191620641
9.952,-130404.8425000312
10.287000244140623,-141119.80932364098
10.622000244140628,-130889.30450280501
10.958000244140623,343829.5059684228
11.293000244140625,2036314.1999360581
11.62800048828125,1859039.5470657677
11.963000244140625,2096096.0142913107
12.298000244140624,784574.3821327384
12.64400048828125,53976.898839983725
12.979000244140625,48690.27005776594
13.314000244140624,-725.3194995237318
13.649000244140625,-27243.33505349416
13.985000244140625,577478.2657396237
14.32,580577.3196540583
14.655000244140625,745201.4598963588
14.990000244140624,653800.2806138297
15.335999999999999,651350.5449534002
15.672,-48714.39859870604
16.007000244140624,-24331.535565193208
16.342000244140625,-44357.611265271895
16.677000244140626,607828.3983695806
17.01200048828125,1760268.4524841353
17.347000244140624,640677.8494413712
17.682000244140625,485167.35488029337
18.02800048828125,276890.41520042083
18.363000244140625,-131569.3281682594
18.698000244140626,-133861.15877559324
19.034000244140625,-90718.66794714844
19.368,-77172.6324860761
19.704,563742.3449416955
20.039000244140624,657855.2298022044
20.374000244140625,597981.0202588656
20.709000244140626,736399.5538485646
20.943000244140624,865524.1783070124
21.279000244140626,800795.3864171504
21.61400024414063,1002327.2437740081
21.96,789458.3633614685
22.295000244140624,1796945.2484266388
22.630000244140625,2845175.2767323153
22.965000244140626,2253080.9345763586
23.30000048828125,576704.4510825437
23.635000244140624,567138.9072895307
23.970000244140625,-66344.8106851601
24.306000244140623,-34621.011506399715
24.641000244140624,-58548.40435511628
24.976,-58408.83946082315
25.311000244140626,514854.19729067857
25.64600024414063,599616.3334473325
25.981000244140624,555770.7950509922
26.31600048828125,507319.70215800917
26.651000244140626,195212.92807838568
26.98600024414063,436776.9560760833
27.322000244140625,-176685.27316349233
27.657000244140626,-167977.62619170366
27.991999999999997,533165.5399046232
28.327000244140624,1849916.0725469892
28.662000244140625,559089.7555952807
28.997000244140626,517912.5477625087
29.33200048828125,363718.1709973054
29.667000244140624,851986.2353755328
30.002000244140625,984199.5723775306
30.338000244140623,1055772.7634227176
30.673000244140624,1231761.159331818
31.008000000000003,1176606.375235546
31.343000244140626,1205829.0803733794
31.67800024414063,1182420.2862026992
32.01300024414063,1319151.8206109102
32.34800048828125,1832920.830725515
32.68300024414062,709589.6039222389
33.01800024414062,597787.955886729
33.353000244140624,739494.589811091
33.688,789855.116298499
34.023000244140626,2130312.4848244535
34.35800024414063,2424586.1869975026
34.694000244140625,842790.6201937879
35.029000244140626,683884.7999150816
35.36400048828125,23367.226910535817
35.699000244140635,41232.93049807159
36.034000244140636,966510.3882424473
36.38000048828125,977592.0050854888
36.71500024414063,1100424.3598986655
37.050000244140634,1168215.7721263885
37.274000244140616,1202572.7096453195
37.610000244140615,29265.15806018023
37.95600048828125,-4649.13956424379
38.290000244140614,-4776.3137405804355
38.626000244140634,28159.5966417572
38.96,27580.813429994323
39.296,-37111.59798066128
39.63000024414063,620410.7259924791
39.96500024414063,537732.6699714804
40.30000048828125,717205.8800692721
40.63600048828125,653123.5383695455
40.97100024414063,541129.4101847233
41.306000244140634,1697761.1321767482
41.641000244140635,1887898.1323034887
41.97700024414063,3387511.444045375
42.312,850479.6659028233
42.658000244140624,753580.4117959123
42.993000244140624,59890.36618520446
43.328,-31974.50795230635
43.66300024414063,-91378.79030341262
43.998000244140634,606588.1269676805
44.333000244140635,626667.7644802716
44.66800048828125,841613.5648212935
45.003000244140615,797387.763116672
45.339000244140635,2003411.441786562
45.674000244140615,1372036.700061089
46.009000244140616,1356863.4254174714
46.35500024414063,1068130.967676862
46.690000244140634,1696808.4700507473
