time,entropy/
0.3333333333333333,170023.71243721637
0.6666666666666666,168853.0621235859
1.0,167192.4150070913
1.3333333333333333,169213.5136267529
1.6666666666666667,167681.2637390397
2.0,168232.03855318832
2.3333333333333335,169044.78788296433
2.6666666666666665,168199.2431795589
3.0,167742.59266259527
3.3333333333333335,169231.33621333414
3.6666666666666665,167762.67987148077
4.0,165561.3836944904
4.333333333333333,168982.55056482714
4.666666666666667,167748.34811258304
5.0,167373.9433597273
5.333333333333333,167713.9540436156
5.666666666666667,166887.30951974296
6.0,164874.68533459262
6.333333333333333,166770.98613146818
6.666666666666667,166753.51025481493
7.0,165521.56356970876
7.333333333333333,170676.4811178896
7.666666666666667,166467.1766865755
8.0,166199.32818745062
8.333333333333334,169334.6159488044
8.666666666666666,168077.43374799355
9.0,166961.5599979274
9.333333333333334,170275.1799538912
9.666666666666666,169275.26761583058
10.0,168669.48751649552
10.333333333333334,168575.08622927644
10.666666666666666,168701.37091518228
11.0,167678.37752680926
11.333333333333334,169194.03367936445
11.666666666666666,168415.04586565326
12.0,169686.82178638777
12.333333333333334,169069.09452642512
12.666666666666666,167897.63232958052
13.0,166278.022183102
13.333333333333334,166852.0678150666
13.666666666666666,167744.60816924166
14.0,168218.7682766237
14.333333333333334,168557.34765479687
14.666666666666666,167443.74149542622
15.0,166057.07514828962
15.333333333333334,167906.7284930442
15.666666666666666,165898.633399296
16.0,165331.04580915047
16.333333333333332,166734.64575824433
16.666666666666668,172950.05531245723
17.0,165861.53383326405
17.333333333333332,168184.16214639138
17.666666666666668,168315.64747118892
18.0,166658.7006752738
18.333333333333332,168725.9597798894
18.666666666666668,168403.23944079495
19.0,167850.76404715262
19.333333333333332,170286.08977750127
19.666666666666668,167134.48119983368
20.0,167060.49592525046
