time,entropy/
0.3333333333333333,157129.8848676519
0.6666666666666666,146763.76616228855
1.0,164816.81203796517
1.3333333333333333,170368.17151092464
1.6666666666666667,154100.71909506005
2.0,154510.09414978436
2.3333333333333335,163450.75873599804
2.6666666666666665,126106.56016096244
3.0,153841.47613217722
3.3333333333333335,146165.48154206914
3.6666666666666665,155479.2141847178
4.0,168148.19769470097
4.333333333333333,185941.41735501424
4.666666666666667,174864.99297224355
5.0,173270.7896949359
5.333333333333333,184186.6135968109
5.666666666666667,183577.81900168487
6.0,184254.04865526073
6.333333333333333,176495.69325667224
6.666666666666667,168589.11968281597
7.0,163674.96808892785
7.333333333333333,179635.3679574706
7.666666666666667,131975.52891130248
8.0,121167.50182073633
8.333333333333334,139543.37263866657
8.666666666666666,144375.50523653123
9.0,142430.30440506063
9.333333333333334,144206.51024365032
9.666666666666666,151345.26014839773
10.0,159813.65984658498
10.333333333333334,158659.3700996984
10.666666666666666,150183.95942939376
11.0,167324.5968500351
11.333333333333334,170566.5676382311
11.666666666666666,167703.4531831447
12.0,155201.87450278684
12.333333333333334,152378.298290245
12.666666666666666,136075.02494542106
13.0,164508.6709771868
13.333333333333334,155906.12721370894
13.666666666666666,166529.26471947634
14.0,177264.5922116965
14.333333333333334,188722.64307447197
14.666666666666666,194178.9687577772
15.0,171658.8510628704
15.333333333333334,176778.60782065368
15.666666666666666,169057.0033787872
16.0,180334.04475412302
16.333333333333332,177499.41601588522
16.666666666666668,186653.41361879598
17.0,175991.9845949627
17.333333333333332,173709.33798458794
17.666666666666668,133252.4946608012
18.0,164145.11676594178
18.333333333333332,159001.07905640054
18.666666666666668,164770.52067325672
19.0,172377.16847339348
19.333333333333332,169734.92452301984
19.666666666666668,162046.86915329445
20.0,156796.35702286937
20.333333333333332,164278.02073396067
20.666666666666668,167241.09512220553
21.0,159237.99577378915
21.333333333333332,161591.95211212614
21.666666666666668,151762.64548709494
22.0,151555.99750423056
22.333333333333332,149929.1167652596
22.666666666666668,142122.68206278325
23.0,173488.4462977018
23.333333333333332,166403.5026456219
23.666666666666668,171728.35913016845
24.0,177702.44573943727
24.333333333333332,196270.9112703886
24.666666666666668,182726.5134677438
25.0,174764.64211520425
25.333333333333332,189814.36325583438
25.666666666666668,173399.44979991723
26.0,184862.5481337578
26.333333333333332,175355.38442158164
26.666666666666668,139921.03246301608
27.0,150422.17342976996
27.333333333333332,162725.40643220686
27.666666666666668,179695.69708383933
28.0,147519.0537461694
28.333333333333332,146446.76105909736
28.666666666666668,149877.1503244765
29.0,162562.70651405936
29.333333333333332,162788.3048062378
29.666666666666668,164334.56647149211
30.0,165572.47156606027
30.333333333333332,156970.95922910693
30.666666666666668,148776.5804760673
31.0,150795.9846999878
31.333333333333332,155193.18961180648
31.666666666666668,153885.99176512455
32.0,155111.82554447526
32.333333333333336,148454.26076689805
32.666666666666664,147556.9710726836
33.0,162222.68259315734
33.333333333333336,173263.48787275408
33.666666666666664,175721.18118296456
34.0,183305.20366866986
34.333333333333336,189583.59538297914
34.666666666666664,178362.4229043259
35.0,181138.7057700975
35.333333333333336,194420.82460558435
35.666666666666664,178884.1412818941
36.0,196286.7538504778
36.333333333333336,195677.49589630056
36.666666666666664,207519.1888871061
37.0,203422.74742086537
37.333333333333336,192335.05401359603
37.666666666666664,197522.3664315644
38.0,160789.0888942898
38.333333333333336,159737.66832874322
38.666666666666664,162958.19771617698
39.0,166851.11948830678
39.333333333333336,165529.0611679754
39.666666666666664,146958.43357518592
40.0,156445.01787373825
40.333333333333336,156645.57471608272
40.666666666666664,149676.21287814615
41.0,149384.4607949091
41.333333333333336,162738.0398042295
41.666666666666664,160814.69231101914
42.0,157585.90448218118
42.333333333333336,149863.3436263711
42.666666666666664,147466.50645704704
43.0,147378.15424779887
43.333333333333336,179959.09605600405
43.666666666666664,176391.76968122958
44.0,184286.43385576925
44.333333333333336,185400.79579501456
44.666666666666664,173652.6967713584
45.0,162476.78035380514
45.333333333333336,166359.02266447176
45.666666666666664,156523.16057385385
46.0,149610.29469299878
46.333333333333336,166201.33761813823
46.666666666666664,189572.14574152447
47.0,194679.4798753037
47.333333333333336,189749.95437928586
47.666666666666664,186556.67550114074
48.0,127671.34096456882
48.333333333333336,168273.66161199706
48.666666666666664,158205.98022072544
49.0,159269.15298187497
49.333333333333336,164141.32619393204
49.666666666666664,163428.72926459502
50.0,160163.52478246103
50.333333333333336,157485.57994351082
50.666666666666664,149913.92337736033
51.0,150266.17377311265
51.333333333333336,164065.35694890053
51.666666666666664,163072.389775967
52.0,158588.4573192691
52.333333333333336,149856.72683969839
52.666666666666664,151740.2924569062
53.0,117727.99590020589
53.333333333333336,185679.46775254188
53.666666666666664,172942.7187621746
54.0,179183.56949253968
54.333333333333336,176727.84425484715
54.666666666666664,161225.1527483362
55.0,157390.6797769542
55.333333333333336,161535.91441273593
55.666666666666664,181125.91300721446
56.0,172743.30018862098
56.333333333333336,188044.67057728235
56.666666666666664,182549.18850733776
57.0,173299.6708669464
57.333333333333336,158341.5540171219
57.666666666666664,153057.87281837704
58.0,93329.78565380695
58.333333333333336,153609.50178219914
58.666666666666664,156486.6788063469
59.0,167512.85221170724
59.333333333333336,165583.42930897218
59.666666666666664,148557.87798356818
60.0,157454.6882805722
